raw_symbol,instrument_id,date
FSLR,6342,2024-12-04
FSLR,6342,2024-12-05
FSLR,6342,2024-12-06
FSLR,6342,2024-12-07
FSLR,6342,2024-12-08
FSLR,6342,2024-12-09
FSLR,6342,2024-12-10
