raw_symbol,instrument_id,date
RACE,13425,2024-12-04
RACE,13425,2024-12-05
RACE,13425,2024-12-06
RACE,13425,2024-12-07
RACE,13425,2024-12-08
RACE,13425,2024-12-09
RACE,13425,2024-12-10
