raw_symbol,instrument_id,date
ACCD,120,2024-12-04
ACCD,120,2024-12-05
ACCD,120,2024-12-06
ACCD,120,2024-12-07
ACCD,120,2024-12-08
ACCD,120,2024-12-09
ACCD,120,2024-12-10
